Term Code,Term Name,Term Type,Source Ontology,Description,Business Meaning,Technical Meaning,Schema.org Equivalent,Status,Property Count,Relationships,Parent Entity,Data Type,Required,Constraints,Example,Source Entity,Target Entity,Cardinality
property-ActionExecution-actualCompletionDate,actualCompletionDate,Property,Implementation Tracking,When action actually completed,Attribute capturing when action actually completed,Field 'actualCompletionDate' of type Date(optional),,active,,,ActionExecution,Date,No,,,,,
property-ActionExecution-startDateVariance,startDateVariance,Property,Implementation Tracking,"Days variance in start (positive = late, negative = early)","Attribute capturing days variance in start (positive = late, negative = early)",Field 'startDateVariance' of type Number(optional),,active,,,ActionExecution,Number,No,,,,,
property-ActionExecution-completionDateVariance,completionDateVariance,Property,Implementation Tracking,"Days variance in completion (positive = late, negative = early)","Attribute capturing days variance in completion (positive = late, negative = early)",Field 'completionDateVariance' of type Number(optional),,active,,,ActionExecution,Number,No,,,,,
property-ActionExecution-percentComplete,percentComplete,Property,Implementation Tracking,Percentage complete (0-100%),Attribute capturing percentage complete (0-100%),Field 'percentComplete' of type Number(required),,active,,,ActionExecution,Number,Yes,"minimum: 0, maximum: 100",,,,
property-ActionExecution-actualEffort,actualEffort,Property,Implementation Tracking,Actual effort expended,Attribute capturing actual effort expended,Field 'actualEffort' of type Text(optional),,active,,,ActionExecution,Text,No,,2 days (vs. planned 1 day),,,
property-ActionExecution-actualResources,actualResources,Property,Implementation Tracking,Actual resources used,Attribute capturing actual resources used,Field 'actualResources' of type ItemList(optional),,active,,,ActionExecution,ItemList,No,,,,,
property-ActionExecution-deliverables,deliverables,Property,Implementation Tracking,Deliverables produced (may differ from plan),Attribute capturing deliverables produced (may differ from plan),Field 'deliverables' of type ItemList(optional),,active,,,ActionExecution,ItemList,No,,,,,
property-ActionExecution-completionEvidence,completionEvidence,Property,Implementation Tracking,Evidence of completion,Attribute capturing evidence of completion,Field 'completionEvidence' of type ItemList(optional),,active,,,ActionExecution,ItemList,No,,,,,
property-ActionExecution-qualityAssessment,qualityAssessment,Property,Implementation Tracking,Quality of execution,Attribute capturing quality of execution,Field 'qualityAssessment' of type Text(optional),,active,,,ActionExecution,Text,No,"enum: ['Exceeds Expectations', 'Meets Expectations', 'Needs Improvement', 'Does Not Meet']",,,,
property-ActionExecution-impactRealized,impactRealized,Property,Implementation Tracking,Actual visibility score impact (may differ from predicted),Attribute capturing actual visibility score impact (may differ from predicted),Field 'impactRealized' of type Number(optional),,active,,,ActionExecution,Number,No,,,,,
property-ActionExecution-blockers,blockers,Property,Implementation Tracking,List of Blocker entities if any,Attribute capturing list of blocker entities if any,Field 'blockers' of type ItemList(optional),,active,,,ActionExecution,ItemList,No,,,,,
property-ActionExecution-mitigations,mitigations,Property,Implementation Tracking,Actions taken to address issues,Attribute capturing actions taken to address issues,Field 'mitigations' of type ItemList(optional),,active,,,ActionExecution,ItemList,No,,,,,
property-ActionExecution-notes,notes,Property,Implementation Tracking,Free-form execution notes,Attribute capturing free-form execution notes,Field 'notes' of type Text(optional),,active,,,ActionExecution,Text,No,,,,,
property-ActionExecution-lastUpdated,lastUpdated,Property,Implementation Tracking,When this execution record was last updated,Attribute capturing when this execution record was last updated,Field 'lastUpdated' of type Date(required),,active,,,ActionExecution,Date,Yes,,,,,
property-ActionExecution-updatedBy,updatedBy,Property,Implementation Tracking,Who last updated this record,Attribute capturing who last updated this record,Field 'updatedBy' of type Person(required),,active,,,ActionExecution,Person,Yes,,,,,
entity-VarianceReport,VarianceReport,Entity,Implementation Tracking,Analysis of plan vs actual variance for an action plan,Business concept representing VarianceReport within the Implementation Tracking domain,JSON-LD entity of type VarianceReport with 21 defined properties,schema:Thing,active,21,0,,,,,,,,
property-VarianceReport-reportId,reportId,Property,Implementation Tracking,Unique report identifier,Attribute capturing unique report identifier,Field 'reportId' of type Text(required),,active,,,VarianceReport,Text,Yes,,VAR-RPT-001,,,
property-VarianceReport-actionPlan,actionPlan,Property,Implementation Tracking,Plan being analyzed,Attribute capturing plan being analyzed,Field 'actionPlan' of type ActionPlan(required),,active,,,VarianceReport,ActionPlan,Yes,,,,,
property-VarianceReport-reportDate,reportDate,Property,Implementation Tracking,Date report was generated,Attribute capturing date report was generated,Field 'reportDate' of type Date(required),,active,,,VarianceReport,Date,Yes,,,,,
property-VarianceReport-reportingPeriod,reportingPeriod,Property,Implementation Tracking,Period covered,Attribute capturing period covered,Field 'reportingPeriod' of type Text(required),,active,,,VarianceReport,Text,Yes,,"Week 2, Day 1-15, Full 30 days",,,
property-VarianceReport-overallExecutionRate,overallExecutionRate,Property,Implementation Tracking,Percentage of actions completed on time (0-100%),Attribute capturing percentage of actions completed on time (0-100%),Field 'overallExecutionRate' of type Number(required),,active,,,VarianceReport,Number,Yes,"minimum: 0, maximum: 100",,,,
property-VarianceReport-actionsCompleted,actionsCompleted,Property,Implementation Tracking,Number of actions completed,Attribute capturing number of actions completed,Field 'actionsCompleted' of type Number(required),,active,,,VarianceReport,Number,Yes,,,,,
property-VarianceReport-actionsInProgress,actionsInProgress,Property,Implementation Tracking,Number of actions in progress,Attribute capturing number of actions in progress,Field 'actionsInProgress' of type Number(required),,active,,,VarianceReport,Number,Yes,,,,,
property-VarianceReport-actionsDelayed,actionsDelayed,Property,Implementation Tracking,Number of actions delayed,Attribute capturing number of actions delayed,Field 'actionsDelayed' of type Number(required),,active,,,VarianceReport,Number,Yes,,,,,
property-VarianceReport-actionsBlocked,actionsBlocked,Property,Implementation Tracking,Number of actions blocked,Attribute capturing number of actions blocked,Field 'actionsBlocked' of type Number(required),,active,,,VarianceReport,Number,Yes,,,,,
property-VarianceReport-actionsNotStarted,actionsNotStarted,Property,Implementation Tracking,Number of actions not yet started,Attribute capturing number of actions not yet started,Field 'actionsNotStarted' of type Number(required),,active,,,VarianceReport,Number,Yes,,,,,
property-VarianceReport-averageTimelineVariance,averageTimelineVariance,Property,Implementation Tracking,Average days variance across all actions (positive = late),Attribute capturing average days variance across all actions (positive = late),Field 'averageTimelineVariance' of type Number(required),,active,,,VarianceReport,Number,Yes,,,,,
property-VarianceReport-criticalPathStatus,criticalPathStatus,Property,Implementation Tracking,Status of critical path actions,Attribute capturing status of critical path actions,Field 'criticalPathStatus' of type Text(required),,active,,,VarianceReport,Text,Yes,"enum: ['On Track', 'At Risk', 'Delayed', 'Recovering']",,,,
property-VarianceReport-riskLevel,riskLevel,Property,Implementation Tracking,Overall risk to plan completion,Attribute capturing overall risk to plan completion,Field 'riskLevel' of type Text(required),,active,,,VarianceReport,Text,Yes,"enum: ['Low', 'Medium', 'High', 'Critical']",,,,
property-VarianceReport-projectedCompletionDate,projectedCompletionDate,Property,Implementation Tracking,Projected completion date based on current progress,Attribute capturing projected completion date based on current progress,Field 'projectedCompletionDate' of type Date(required),,active,,,VarianceReport,Date,Yes,,,,,
property-VarianceReport-plannedCompletionDate,plannedCompletionDate,Property,Implementation Tracking,Original planned completion date,Attribute capturing original planned completion date,Field 'plannedCompletionDate' of type Date(required),,active,,,VarianceReport,Date,Yes,,,,,
property-VarianceReport-scheduleVariance,scheduleVariance,Property,Implementation Tracking,Days variance in overall schedule (positive = delayed),Attribute capturing days variance in overall schedule (positive = delayed),Field 'scheduleVariance' of type Number(required),,active,,,VarianceReport,Number,Yes,,,,,
property-VarianceReport-scopeVariances,scopeVariances,Property,Implementation Tracking,"Deliverables added, changed, or removed","Attribute capturing deliverables added, changed, or removed",Field 'scopeVariances' of type ItemList(optional),,active,,,VarianceReport,ItemList,No,,,,,
property-VarianceReport-activeBlockers,activeBlockers,Property,Implementation Tracking,Number of active blockers,Attribute capturing number of active blockers,Field 'activeBlockers' of type Number(required),,active,,,VarianceReport,Number,Yes,,,,,
property-VarianceReport-topRisks,topRisks,Property,Implementation Tracking,Top 3-5 risks to plan success,Attribute capturing top 3-5 risks to plan success,Field 'topRisks' of type ItemList(required),,active,,,VarianceReport,ItemList,Yes,,,,,
property-VarianceReport-recommendations,recommendations,Property,Implementation Tracking,Recommended course corrections,Attribute capturing recommended course corrections,Field 'recommendations' of type ItemList(required),,active,,,VarianceReport,ItemList,Yes,,,,,
property-VarianceReport-executionEfficiency,executionEfficiency,Property,Implementation Tracking,Efficiency score (actualValue / plannedEffort),Attribute capturing efficiency score (actualvalue / plannedeffort),Field 'executionEfficiency' of type Number(required),,active,,,VarianceReport,Number,Yes,"minimum: 0, maximum: 1",,,,
entity-CompletionEvidence,CompletionEvidence,Entity,Implementation Tracking,Proof that an action was completed,Business concept representing CompletionEvidence within the Implementation Tracking domain,JSON-LD entity of type CompletionEvidence with 6 defined properties,schema:Thing,active,6,0,,,,,,,,
property-CompletionEvidence-evidenceId,evidenceId,Property,Implementation Tracking,Unique evidence identifier,Attribute capturing unique evidence identifier,Field 'evidenceId' of type Text(required),,active,,,CompletionEvidence,Text,Yes,,,,,
property-CompletionEvidence-evidenceType,evidenceType,Property,Implementation Tracking,Type of evidence,Attribute capturing type of evidence,Field 'evidenceType' of type Text(required),,active,,,CompletionEvidence,Text,Yes,"enum: ['Published Content', 'Screenshot', 'Document', 'URL', 'Analytics Data', 'Meeting Minutes', 'Testimonial', 'Photo/Video', 'System Record']",,,,
property-CompletionEvidence-evidenceDescription,evidenceDescription,Property,Implementation Tracking,What this evidence shows,Attribute capturing what this evidence shows,Field 'evidenceDescription' of type Text(required),,active,,,CompletionEvidence,Text,Yes,,,,,
property-CompletionEvidence-evidenceURL,evidenceURL,Property,Implementation Tracking,Link to evidence (if applicable),Attribute capturing link to evidence (if applicable),Field 'evidenceURL' of type URL(optional),,active,,,CompletionEvidence,URL,No,,,,,
property-CompletionEvidence-captureDate,captureDate,Property,Implementation Tracking,When evidence was captured,Attribute capturing when evidence was captured,Field 'captureDate' of type Date(required),,active,,,CompletionEvidence,Date,Yes,,,,,
property-CompletionEvidence-verifiedBy,verifiedBy,Property,Implementation Tracking,Who verified this evidence,Attribute capturing who verified this evidence,Field 'verifiedBy' of type Person(optional),,active,,,CompletionEvidence,Person,No,,,,,
entity-Blocker,Blocker,Entity,Implementation Tracking,Issue blocking action execution,Business concept representing Blocker within the Implementation Tracking domain,JSON-LD entity of type Blocker with 11 defined properties,schema:Thing,active,11,0,,,,,,,,
property-Blocker-blockerId,blockerId,Property,Implementation Tracking,Unique blocker identifier,Attribute capturing unique blocker identifier,Field 'blockerId' of type Text(required),,active,,,Blocker,Text,Yes,,,,,
property-Blocker-blockerType,blockerType,Property,Implementation Tracking,Category of blocker,Attribute capturing category of blocker,Field 'blockerType' of type Text(required),,active,,,Blocker,Text,Yes,"enum: ['Resource Unavailable', 'Dependency Not Met', 'Technical Issue', 'Approval Pending', 'Budget Constraint', 'Skills Gap', 'External Factor', 'Scope Change', 'Stakeholder Resistance']",,,,
property-Blocker-blockerDescription,blockerDescription,Property,Implementation Tracking,Detailed description of the blocker,Attribute capturing detailed description of the blocker,Field 'blockerDescription' of type Text(required),,active,,,Blocker,Text,Yes,,,,,
property-Blocker-severity,severity,Property,Implementation Tracking,Severity of blocker,Attribute capturing severity of blocker,Field 'severity' of type Text(required),,active,,,Blocker,Text,Yes,"enum: ['Critical', 'High', 'Medium', 'Low']",,,,
property-Blocker-identifiedDate,identifiedDate,Property,Implementation Tracking,When blocker was identified,Attribute capturing when blocker was identified,Field 'identifiedDate' of type Date(required),,active,,,Blocker,Date,Yes,,,,,
property-Blocker-status,status,Property,Implementation Tracking,Current blocker status,Attribute capturing current blocker status,Field 'status' of type Text(required),,active,,,Blocker,Text,Yes,"enum: ['Active', 'Mitigated', 'Resolved', 'Escalated']",,,,
property-Blocker-owner,owner,Property,Implementation Tracking,Who is responsible for resolving,Attribute capturing who is responsible for resolving,Field 'owner' of type Person(optional),,active,,,Blocker,Person,No,,,,,
property-Blocker-mitigationPlan,mitigationPlan,Property,Implementation Tracking,Plan to address the blocker,Attribute capturing plan to address the blocker,Field 'mitigationPlan' of type Text(optional),,active,,,Blocker,Text,No,,,,,
property-Blocker-targetResolutionDate,targetResolutionDate,Property,Implementation Tracking,When blocker should be resolved,Attribute capturing when blocker should be resolved,Field 'targetResolutionDate' of type Date(optional),,active,,,Blocker,Date,No,,,,,
property-Blocker-actualResolutionDate,actualResolutionDate,Property,Implementation Tracking,When blocker was actually resolved,Attribute capturing when blocker was actually resolved,Field 'actualResolutionDate' of type Date(optional),,active,,,Blocker,Date,No,,,,,
property-Blocker-impactOnPlan,impactOnPlan,Property,Implementation Tracking,How this blocker impacts the overall plan,Attribute capturing how this blocker impacts the overall plan,Field 'impactOnPlan' of type Text(required),,active,,,Blocker,Text,Yes,,,,,
relationship-executesAction,executesAction,Relationship,Implementation Tracking,Execution record tracks a prescribed action,Relationship expressing that  executesAction ,Link from  to  with cardinality 1..1,,active,,,,,,,,,,1..1
relationship-analyzesExecution,analyzesExecution,Relationship,Implementation Tracking,Variance report analyzes plan execution,Relationship expressing that  analyzesExecution ,Link from  to  with cardinality 1..1,,active,,,,,,,,,,1..1
relationship-providesEvidence,providesEvidence,Relationship,Implementation Tracking,Execution has evidence of completion,Relationship expressing that  providesEvidence ,Link from  to  with cardinality 0..*,,active,,,,,,,,,,0..*
relationship-blockedBy,blockedBy,Relationship,Implementation Tracking,Action may be blocked by issues,Relationship expressing that  blockedBy ,Link from  to  with cardinality 0..*,,active,,,,,,,,,,0..*
entity-FollowUpAssessment,FollowUpAssessment,Entity,Progress Measurement,Re-assessment after 30-day action plan execution to measure improvement,Business concept representing FollowUpAssessment within the Progress Measurement domain,JSON-LD entity of type FollowUpAssessment with 11 defined properties,schema:Thing,active,11,0,,,,,,,,
property-FollowUpAssessment-assessmentId,assessmentId,Property,Progress Measurement,Unique identifier,Attribute capturing unique identifier,Field 'assessmentId' of type Text(required),,active,,,FollowUpAssessment,Text,Yes,,AIVA-FOLLOWUP-2025-001,,,
property-FollowUpAssessment-baselineAssessment,baselineAssessment,Property,Progress Measurement,Original baseline assessment,Attribute capturing original baseline assessment,Field 'baselineAssessment' of type AIVisibilityAssessment(required),,active,,,FollowUpAssessment,AIVisibilityAssessment,Yes,,,,,
property-FollowUpAssessment-actionPlan,actionPlan,Property,Progress Measurement,Plan that was executed,Attribute capturing plan that was executed,Field 'actionPlan' of type ActionPlan(required),,active,,,FollowUpAssessment,ActionPlan,Yes,,,,,
property-FollowUpAssessment-organization,organization,Property,Progress Measurement,Organization being re-assessed,Attribute capturing organization being re-assessed,Field 'organization' of type CustomerOrganization(required),,active,,,FollowUpAssessment,CustomerOrganization,Yes,,,,,
property-FollowUpAssessment-assessmentDate,assessmentDate,Property,Progress Measurement,Date of follow-up assessment,Attribute capturing date of follow-up assessment,Field 'assessmentDate' of type Date(required),,active,,,FollowUpAssessment,Date,Yes,,,,,
property-FollowUpAssessment-daysSinceBaseline,daysSinceBaseline,Property,Progress Measurement,Days since baseline assessment,Attribute capturing days since baseline assessment,Field 'daysSinceBaseline' of type Number(required),,active,,,FollowUpAssessment,Number,Yes,,,,,
property-FollowUpAssessment-overallScore,overallScore,Property,Progress Measurement,New overall visibility score (0-100),Attribute capturing new overall visibility score (0-100),Field 'overallScore' of type Number(required),,active,,,FollowUpAssessment,Number,Yes,"minimum: 0, maximum: 100",,,,
property-FollowUpAssessment-tier,tier,Property,Progress Measurement,New tier classification,Attribute capturing new tier classification,Field 'tier' of type Text(required),,active,,,FollowUpAssessment,Text,Yes,"enum: ['Emerging Visibility', 'Building Foundation', 'Scaling Visibility', 'Market Leader', 'Industry Thought Leader']",,,,
property-FollowUpAssessment-dimensionalScores,dimensionalScores,Property,Progress Measurement,New scores for all 5 dimensions,Attribute capturing new scores for all 5 dimensions,Field 'dimensionalScores' of type ItemList(required),,active,,,FollowUpAssessment,ItemList,Yes,,,,,
property-FollowUpAssessment-methodology,methodology,Property,Progress Measurement,Assessment methodology used,Attribute capturing assessment methodology used,Field 'methodology' of type Text(required),,active,,,FollowUpAssessment,Text,Yes,"enum: ['Same as Baseline', 'Expanded Assessment', 'Evidence-Based Review']",,,,
property-FollowUpAssessment-evidenceReviewed,evidenceReviewed,Property,Progress Measurement,"Evidence of improvements (completed actions, deliverables, etc.)","Attribute capturing evidence of improvements (completed actions, deliverables, etc.)",Field 'evidenceReviewed' of type ItemList(required),,active,,,FollowUpAssessment,ItemList,Yes,,,,,
entity-ProgressReport,ProgressReport,Entity,Progress Measurement,Comprehensive report analyzing progress and improvements,Business concept representing ProgressReport within the Progress Measurement domain,JSON-LD entity of type ProgressReport with 20 defined properties,schema:Thing,active,20,0,,,,,,,,
property-ProgressReport-reportId,reportId,Property,Progress Measurement,Unique report identifier,Attribute capturing unique report identifier,Field 'reportId' of type Text(required),,active,,,ProgressReport,Text,Yes,,PROG-RPT-001,,,
property-ProgressReport-baselineAssessment,baselineAssessment,Property,Progress Measurement,Initial assessment,Attribute capturing initial assessment,Field 'baselineAssessment' of type AIVisibilityAssessment(required),,active,,,ProgressReport,AIVisibilityAssessment,Yes,,,,,
property-ProgressReport-followUpAssessment,followUpAssessment,Property,Progress Measurement,Follow-up assessment,Attribute capturing follow-up assessment,Field 'followUpAssessment' of type FollowUpAssessment(required),,active,,,ProgressReport,FollowUpAssessment,Yes,,,,,
property-ProgressReport-actionPlan,actionPlan,Property,Progress Measurement,Plan that was executed,Attribute capturing plan that was executed,Field 'actionPlan' of type ActionPlan(required),,active,,,ProgressReport,ActionPlan,Yes,,,,,
property-ProgressReport-reportDate,reportDate,Property,Progress Measurement,Date report was generated,Attribute capturing date report was generated,Field 'reportDate' of type Date(required),,active,,,ProgressReport,Date,Yes,,,,,
property-ProgressReport-reportPeriod,reportPeriod,Property,Progress Measurement,Period covered,Attribute capturing period covered,Field 'reportPeriod' of type Text(required),,active,,,ProgressReport,Text,Yes,,"30 days, Day 1 - Day 30",,,
property-ProgressReport-overallDelta,overallDelta,Property,Progress Measurement,Overall score delta analysis,Attribute capturing overall score delta analysis,Field 'overallDelta' of type DeltaMeasurement(required),,active,,,ProgressReport,DeltaMeasurement,Yes,,,,,
property-ProgressReport-dimensionalDeltas,dimensionalDeltas,Property,Progress Measurement,Delta for each of 5 dimensions,Attribute capturing delta for each of 5 dimensions,Field 'dimensionalDeltas' of type ItemList(required),,active,,,ProgressReport,ItemList,Yes,,,,,
property-ProgressReport-tierMovement,tierMovement,Property,Progress Measurement,Change in tier classification,Attribute capturing change in tier classification,Field 'tierMovement' of type Text(optional),,active,,,ProgressReport,Text,No,,Building Foundation → Scaling Visibility,,,
property-ProgressReport-actionCompletionRate,actionCompletionRate,Property,Progress Measurement,Percentage of actions completed (0-100%),Attribute capturing percentage of actions completed (0-100%),Field 'actionCompletionRate' of type Number(required),,active,,,ProgressReport,Number,Yes,"minimum: 0, maximum: 100",,,,
property-ProgressReport-actionsCompleted,actionsCompleted,Property,Progress Measurement,Number of actions completed,Attribute capturing number of actions completed,Field 'actionsCompleted' of type Number(required),,active,,,ProgressReport,Number,Yes,,,,,
property-ProgressReport-totalActions,totalActions,Property,Progress Measurement,Total actions in plan,Attribute capturing total actions in plan,Field 'totalActions' of type Number(required),,active,,,ProgressReport,Number,Yes,,,,,
property-ProgressReport-highImpactActions,highImpactActions,Property,Progress Measurement,Actions that drove the most improvement,Attribute capturing actions that drove the most improvement,Field 'highImpactActions' of type ItemList(optional),,active,,,ProgressReport,ItemList,No,,,,,
property-ProgressReport-lowImpactActions,lowImpactActions,Property,Progress Measurement,Actions with lower than expected impact,Attribute capturing actions with lower than expected impact,Field 'lowImpactActions' of type ItemList(optional),,active,,,ProgressReport,ItemList,No,,,,,
property-ProgressReport-unexpectedGains,unexpectedGains,Property,Progress Measurement,Areas that improved more than expected,Attribute capturing areas that improved more than expected,Field 'unexpectedGains' of type ItemList(optional),,active,,,ProgressReport,ItemList,No,,,,,
property-ProgressReport-missedOpportunities,missedOpportunities,Property,Progress Measurement,Areas that didn't improve as expected,Attribute capturing areas that didn't improve as expected,Field 'missedOpportunities' of type ItemList(optional),,active,,,ProgressReport,ItemList,No,,,,,
property-ProgressReport-keySuccessFactors,keySuccessFactors,Property,Progress Measurement,What made the plan successful,Attribute capturing what made the plan successful,Field 'keySuccessFactors' of type ItemList(required),,active,,,ProgressReport,ItemList,Yes,,,,,
property-ProgressReport-lessonsLearned,lessonsLearned,Property,Progress Measurement,Key learnings from this 30-day sprint,Attribute capturing key learnings from this 30-day sprint,Field 'lessonsLearned' of type ItemList(required),,active,,,ProgressReport,ItemList,Yes,,,,,
property-ProgressReport-momentum,momentum,Property,Progress Measurement,Overall momentum assessment,Attribute capturing overall momentum assessment,Field 'momentum' of type Text(required),,active,,,ProgressReport,Text,Yes,"enum: ['Accelerating', 'Strong', 'Steady', 'Slowing', 'Stalled']",,,,
property-ProgressReport-roi,roi,Property,Progress Measurement,Return on investment narrative,Attribute capturing return on investment narrative,Field 'roi' of type Text(required),,active,,,ProgressReport,Text,Yes,,15-point improvement in 30 days = 45% ROI on effort invested,,,
entity-DeltaMeasurement,DeltaMeasurement,Entity,Progress Measurement,Measurement of change between baseline and follow-up,Business concept representing DeltaMeasurement within the Progress Measurement domain,JSON-LD entity of type DeltaMeasurement with 12 defined properties,schema:Thing,active,12,0,,,,,,,,
property-DeltaMeasurement-measurementId,measurementId,Property,Progress Measurement,Unique measurement identifier,Attribute capturing unique measurement identifier,Field 'measurementId' of type Text(required),,active,,,DeltaMeasurement,Text,Yes,,,,,
property-DeltaMeasurement-measurementType,measurementType,Property,Progress Measurement,What is being measured,Attribute capturing what is being measured,Field 'measurementType' of type Text(required),,active,,,DeltaMeasurement,Text,Yes,"enum: ['Overall Score', 'Dimensional Score', 'Indicator Score', 'Competitive Position']",,,,
property-DeltaMeasurement-dimension,dimension,Property,Progress Measurement,Dimension name if applicable,Attribute capturing dimension name if applicable,Field 'dimension' of type Text(optional),,active,,,DeltaMeasurement,Text,No,,Market Perception & Visibility,,,
property-DeltaMeasurement-baselineValue,baselineValue,Property,Progress Measurement,Starting score,Attribute capturing starting score,Field 'baselineValue' of type Number(required),,active,,,DeltaMeasurement,Number,Yes,,,,,
property-DeltaMeasurement-followUpValue,followUpValue,Property,Progress Measurement,Ending score,Attribute capturing ending score,Field 'followUpValue' of type Number(required),,active,,,DeltaMeasurement,Number,Yes,,,,,
property-DeltaMeasurement-absoluteDelta,absoluteDelta,Property,Progress Measurement,Absolute change (followUp - baseline),Attribute capturing absolute change (followup - baseline),Field 'absoluteDelta' of type Number(required),,active,,,DeltaMeasurement,Number,Yes,,,,,
property-DeltaMeasurement-percentChange,percentChange,Property,Progress Measurement,Percentage change,Attribute capturing percentage change,Field 'percentChange' of type Number(required),,active,,,DeltaMeasurement,Number,Yes,,,,,
property-DeltaMeasurement-direction,direction,Property,Progress Measurement,Direction of change,Attribute capturing direction of change,Field 'direction' of type Text(required),,active,,,DeltaMeasurement,Text,Yes,"enum: ['Improved', 'Declined', 'Unchanged']",,,,
property-DeltaMeasurement-significance,significance,Property,Progress Measurement,Significance of change,Attribute capturing significance of change,Field 'significance' of type Text(required),,active,,,DeltaMeasurement,Text,Yes,"enum: ['Highly Significant', 'Significant', 'Moderate', 'Minor', 'Negligible']",,,,
property-DeltaMeasurement-contributingActions,contributingActions,Property,Progress Measurement,Actions that drove this improvement,Attribute capturing actions that drove this improvement,Field 'contributingActions' of type ItemList(optional),,active,,,DeltaMeasurement,ItemList,No,,,,,
property-DeltaMeasurement-benchmark,benchmark,Property,Progress Measurement,Industry benchmark or target for comparison,Attribute capturing industry benchmark or target for comparison,Field 'benchmark' of type Number(optional),,active,,,DeltaMeasurement,Number,No,,,,,
property-DeltaMeasurement-vsTarget,vsTarget,Property,Progress Measurement,How much of target achieved (percentage),Attribute capturing how much of target achieved (percentage),Field 'vsTarget' of type Number(optional),,active,,,DeltaMeasurement,Number,No,,,,,
entity-TrendAnalysis,TrendAnalysis,Entity,Progress Measurement,Analysis of score trends over time,Business concept representing TrendAnalysis within the Progress Measurement domain,JSON-LD entity of type TrendAnalysis with 10 defined properties,schema:Thing,active,10,0,,,,,,,,
property-TrendAnalysis-analysisId,analysisId,Property,Progress Measurement,Unique analysis identifier,Attribute capturing unique analysis identifier,Field 'analysisId' of type Text(required),,active,,,TrendAnalysis,Text,Yes,,,,,
property-TrendAnalysis-organization,organization,Property,Progress Measurement,Organization being analyzed,Attribute capturing organization being analyzed,Field 'organization' of type CustomerOrganization(required),,active,,,TrendAnalysis,CustomerOrganization,Yes,,,,,
property-TrendAnalysis-assessmentHistory,assessmentHistory,Property,Progress Measurement,Chronological list of assessments,Attribute capturing chronological list of assessments,Field 'assessmentHistory' of type ItemList(required),,active,,,TrendAnalysis,ItemList,Yes,minItems: 2,,,,
property-TrendAnalysis-trendDirection,trendDirection,Property,Progress Measurement,Overall trend direction,Attribute capturing overall trend direction,Field 'trendDirection' of type Text(required),,active,,,TrendAnalysis,Text,Yes,"enum: ['Upward', 'Flat', 'Downward', 'Volatile']",,,,
property-TrendAnalysis-averageMonthlyGrowth,averageMonthlyGrowth,Property,Progress Measurement,Average points gained per month,Attribute capturing average points gained per month,Field 'averageMonthlyGrowth' of type Number(required),,active,,,TrendAnalysis,Number,Yes,,,,,
property-TrendAnalysis-velocity,velocity,Property,Progress Measurement,Rate of change over time,Attribute capturing rate of change over time,Field 'velocity' of type Text(required),,active,,,TrendAnalysis,Text,Yes,"enum: ['Accelerating', 'Steady', 'Decelerating']",,,,
property-TrendAnalysis-consistencyScore,consistencyScore,Property,Progress Measurement,"Consistency of improvements (0-1 scale, 1=very consistent)","Attribute capturing consistency of improvements (0-1 scale, 1=very consistent)",Field 'consistencyScore' of type Number(required),,active,,,TrendAnalysis,Number,Yes,"minimum: 0, maximum: 1",,,,
property-TrendAnalysis-strongestDimension,strongestDimension,Property,Progress Measurement,Dimension showing most consistent improvement,Attribute capturing dimension showing most consistent improvement,Field 'strongestDimension' of type Text(required),,active,,,TrendAnalysis,Text,Yes,,,,,
property-TrendAnalysis-weakestDimension,weakestDimension,Property,Progress Measurement,Dimension needing more focus,Attribute capturing dimension needing more focus,Field 'weakestDimension' of type Text(required),,active,,,TrendAnalysis,Text,Yes,,,,,
property-TrendAnalysis-inflectionPoints,inflectionPoints,Property,Progress Measurement,Key events that changed trajectory,Attribute capturing key events that changed trajectory,Field 'inflectionPoints' of type ItemList(optional),,active,,,TrendAnalysis,ItemList,No,,,,,
relationship-follows,follows,Relationship,Progress Measurement,Follow-up assessment follows baseline,Relationship expressing that  follows ,Link from  to  with cardinality 1..1,,active,,,,,,,,,,1..1
relationship-evaluates,evaluates,Relationship,Progress Measurement,Follow-up evaluates plan execution results,Relationship expressing that  evaluates ,Link from  to  with cardinality 1..1,,active,,,,,,,,,,1..1
relationship-measures,measures,Relationship,Progress Measurement,Report contains delta measurements (1 overall + 5 dimensional),Relationship expressing that  measures ,Link from  to  with cardinality 6..*,,active,,,,,,,,,,6..*
relationship-analyzesTrend,analyzesTrend,Relationship,Progress Measurement,Trend analysis is for specific organization,Relationship expressing that  analyzesTrend ,Link from  to  with cardinality 1..1,,active,,,,,,,,,,1..1
entity-Forecast,Forecast,Entity,Forecasting & Trajectory,Projection of future AI visibility score and positioning,Business concept representing Forecast within the Forecasting & Trajectory domain,JSON-LD entity of type Forecast with 19 defined properties,schema:Thing,active,19,0,,,,,,,,
property-Forecast-forecastId,forecastId,Property,Forecasting & Trajectory,Unique forecast identifier,Attribute capturing unique forecast identifier,Field 'forecastId' of type Text(required),,active,,,Forecast,Text,Yes,,FCST-2025-001,,,
property-Forecast-organization,organization,Property,Forecasting & Trajectory,Organization being forecasted,Attribute capturing organization being forecasted,Field 'organization' of type CustomerOrganization(required),,active,,,Forecast,CustomerOrganization,Yes,,,,,
